UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 evidence_count/177: accepted at boundary; one Current revision
.W03 evidence_count/178: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/179: accepted at boundary; one Current revision
.W03 evidence_count/180: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/181: accepted at boundary; one Current revision
.W03 evidence_count/182: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/183: accepted at boundary; one Current revision
.W03 evidence_count/184: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/185: accepted at boundary; one Current revision
.W03 evidence_count/186: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/187: accepted at boundary; one Current revision
.W03 evidence_count/188: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/189: accepted at boundary; one Current revision
.W03 evidence_count/190: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/191: accepted at boundary; one Current revision
.W03 evidence_count/192: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/193: accepted at boundary; one Current revision
.W03 evidence_count/194: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/195: accepted at boundary; one Current revision
.W03 evidence_count/196: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/197: accepted at boundary; one Current revision
.W03 evidence_count/198: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/199: accepted at boundary; one Current revision
.W03 evidence_diversity/0: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/1: accepted at boundary; one Current revision
.W03 evidence_diversity/2: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/3: accepted at boundary; one Current revision
.W03 evidence_diversity/4: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/5: accepted at boundary; one Current revision
.W03 evidence_diversity/6: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/7: accepted at boundary; one Current revision
.W03 evidence_diversity/8: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/9: accepted at boundary; one Current revision
.W03 evidence_diversity/10: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/11: accepted at boundary; one Current revision
.W03 evidence_diversity/12: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/13: accepted at boundary; one Current revision
.W03 evidence_diversity/14: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/15: accepted at boundary; one Current revision
.W03 evidence_diversity/16: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/17: accepted at boundary; one Current revision
.W03 evidence_diversity/18: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/19: accepted at boundary; one Current revision
.W03 evidence_diversity/20: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/21: accepted at boundary; one Current revision
.W03 evidence_diversity/22: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/23: accepted at boundary; one Current revision
.W03 evidence_diversity/24: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/25: accepted at boundary; one Current revision
.W03 evidence_diversity/26: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/27: accepted at boundary; one Current revision
.W03 evidence_diversity/28: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/29: accepted at boundary; one Current revision
.W03 evidence_diversity/30: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/31: accepted at boundary; one Current revision
.W03 evidence_diversity/32: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/33: accepted at boundary; one Current revision
.W03 evidence_diversity/34: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/35: accepted at boundary; one Current revision
.W03 evidence_diversity/36: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/37: accepted at boundary; one Current revision
.W03 evidence_diversity/38: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/39: accepted at boundary; one Current revision
.W03 evidence_diversity/40: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/41: accepted at boundary; one Current revision
.W03 evidence_diversity/42: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/43: accepted at boundary; one Current revision
.W03 evidence_diversity/44: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/45: accepted at boundary; one Current revision
.W03 evidence_diversity/46: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/47: accepted at boundary; one Current revision
.W03 evidence_diversity/48: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/49: accepted at boundary; one Current revision
.W03 evidence_diversity/50: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/51: accepted at boundary; one Current revision
.W03 evidence_diversity/52: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/53: accepted at boundary; one Current revision
.W03 evidence_diversity/54: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/55: accepted at boundary; one Current revision
.W03 evidence_diversity/56: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/57: accepted at boundary; one Current revision
.W03 evidence_diversity/58: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/59: accepted at boundary; one Current revision
.W03 evidence_diversity/60: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/61: accepted at boundary; one Current revision
.W03 evidence_diversity/62: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/63: accepted at boundary; one Current revision
.W03 evidence_diversity/64: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/65: accepted at boundary; one Current revision
.W03 evidence_diversity/66: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/67: accepted at boundary; one Current revision
.W03 evidence_diversity/68: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/69: accepted at boundary; one Current revision
.W03 evidence_diversity/70: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/71: accepted at boundary; one Current revision
.W03 evidence_diversity/72: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/73: accepted at boundary; one Current revision
.W03 evidence_diversity/74: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/75: accepted at boundary; one Current revision
.W03 evidence_diversity/76: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/77: accepted at boundary; one Current revision
.W03 evidence_diversity/78: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/79: accepted at boundary; one Current revision
.W03 evidence_diversity/80: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/81: accepted at boundary; one Current revision
.W03 evidence_diversity/82: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/83: accepted at boundary; one Current revision
.W03 evidence_diversity/84: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/85: accepted at boundary; one Current revision
.W03 evidence_diversity/86: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/87: accepted at boundary; one Current revision
.W03 evidence_diversity/88: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/89: accepted at boundary; one Current revision
.W03 evidence_diversity/90: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/91: accepted at boundary; one Current revision
.W03 evidence_diversity/92: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/93: accepted at boundary; one Current revision
.W03 evidence_diversity/94: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/95: accepted at boundary; one Current revision
.W03 evidence_diversity/96: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/97: accepted at boundary; one Current revision
.W03 evidence_diversity/98: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/99: accepted at boundary; one Current revision
.W03 evidence_diversity/100: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/101: accepted at boundary; one Current revision
.W03 evidence_diversity/102: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/103: accepted at boundary; one Current revision
.W03 evidence_diversity/104: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/105: accepted at boundary; one Current revision
.W03 evidence_diversity/106: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/107: accepted at boundary; one Current revision
.W03 evidence_diversity/108: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/109: accepted at boundary; one Current revision
.W03 evidence_diversity/110: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/111: accepted at boundary; one Current revision
.W03 evidence_diversity/112: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/113: accepted at boundary; one Current revision
.W03 evidence_diversity/114: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/115: accepted at boundary; one Current revision
.W03 evidence_diversity/116: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/117: accepted at boundary; one Current revision
.W03 evidence_diversity/118: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/119: accepted at boundary; one Current revision
.W03 evidence_diversity/120: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/121: accepted at boundary; one Current revision
.W03 evidence_diversity/122: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/123: accepted at boundary; one Current revision
.W03 evidence_diversity/124: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/125: accepted at boundary; one Current revision
.W03 evidence_diversity/126: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/127: accepted at boundary; one Current revision
.W03 evidence_diversity/128: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/129: accepted at boundary; one Current revision
.W03 evidence_diversity/130: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/131: accepted at boundary; one Current revision
.W03 evidence_diversity/132: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/133: accepted at boundary; one Current revision
.W03 evidence_diversity/134: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/135: accepted at boundary; one Current revision
.W03 evidence_diversity/136: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/137: accepted at boundary; one Current revision
.W03 evidence_diversity/138: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/139: accepted at boundary; one Current revision
.W03 evidence_diversity/140: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/141: accepted at boundary; one Current revision
.W03 evidence_diversity/142: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/143: accepted at boundary; one Current revision
.W03 evidence_diversity/144: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/145: accepted at boundary; one Current revision
.W03 evidence_diversity/146: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/147: accepted at boundary; one Current revision
.W03 evidence_diversity/148: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/149: accepted at boundary; one Current revision
.W03 evidence_diversity/150: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/151: accepted at boundary; one Current revision
.W03 evidence_diversity/152: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/153: accepted at boundary; one Current revision
.W03 evidence_diversity/154: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/155: accepted at boundary; one Current revision
.W03 evidence_diversity/156: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/157: accepted at boundary; one Current revision
.W03 evidence_diversity/158: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/159: accepted at boundary; one Current revision
.W03 evidence_diversity/160: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/161: accepted at boundary; one Current revision
.W03 evidence_diversity/162: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/163: accepted at boundary; one Current revision
.W03 evidence_diversity/164: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/165: accepted at boundary; one Current revision
.W03 evidence_diversity/166: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/167: accepted at boundary; one Current revision
.W03 evidence_diversity/168: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/169: accepted at boundary; one Current revision
.W03 evidence_diversity/170: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/171: accepted at boundary; one Current revision
.W03 evidence_diversity/172: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/173: accepted at boundary; one Current revision
.W03 evidence_diversity/174: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/175: accepted at boundary; one Current revision
.W03 evidence_diversity/176: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/177: accepted at boundary; one Current revision
.W03 evidence_diversity/178: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/179: accepted at boundary; one Current revision
.W03 evidence_diversity/180: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/181: accepted at boundary; one Current revision
.W03 evidence_diversity/182: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/183: accepted at boundary; one Current revision
.W03 evidence_diversity/184: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/185: accepted at boundary; one Current revision
.W03 evidence_diversity/186: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/187: accepted at boundary; one Current revision
.W03 evidence_diversity/188: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/189: accepted at boundary; one Current revision
.W03 evidence_diversity/190: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/191: accepted at boundary; one Current revision
.W03 evidence_diversity/192: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/193: accepted at boundary; one Current revision
.W03 evidence_diversity/194: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/195: accepted at boundary; one Current revision
.W03 evidence_diversity/196: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/197: accepted at boundary; one Current revision
.W03 evidence_diversity/198: rejected by insufficient Evidence diversity; current unchanged
.W03 evidence_diversity/199: accepted at boundary; one Current revision
.W03 evidence_span/0: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/1: accepted at boundary; one Current revision
.W03 evidence_span/2: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/3: accepted at boundary; one Current revision
.W03 evidence_span/4: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/5: accepted at boundary; one Current revision
.W03 evidence_span/6: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/7: accepted at boundary; one Current revision
.W03 evidence_span/8: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/9: accepted at boundary; one Current revision
.W03 evidence_span/10: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/11: accepted at boundary; one Current revision
.W03 evidence_span/12: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/13: accepted at boundary; one Current revision
.W03 evidence_span/14: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/15: accepted at boundary; one Current revision
.W03 evidence_span/16: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/17: accepted at boundary; one Current revision
.W03 evidence_span/18: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/19: accepted at boundary; one Current revision
.W03 evidence_span/20: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/21: accepted at boundary; one Current revision
.W03 evidence_span/22: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/23: accepted at boundary; one Current revision
.W03 evidence_span/24: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/25: accepted at boundary; one Current revision
.W03 evidence_span/26: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/27: accepted at boundary; one Current revision
.W03 evidence_span/28: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/29: accepted at boundary; one Current revision
.W03 evidence_span/30: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/31: accepted at boundary; one Current revision
.W03 evidence_span/32: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/33: accepted at boundary; one Current revision
.W03 evidence_span/34: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/35: accepted at boundary; one Current revision
.W03 evidence_span/36: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/37: accepted at boundary; one Current revision
.W03 evidence_span/38: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/39: accepted at boundary; one Current revision
.W03 evidence_span/40: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/41: accepted at boundary; one Current revision
.W03 evidence_span/42: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/43: accepted at boundary; one Current revision
.W03 evidence_span/44: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/45: accepted at boundary; one Current revision
.W03 evidence_span/46: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/47: accepted at boundary; one Current revision
.W03 evidence_span/48: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/49: accepted at boundary; one Current revision
.W03 evidence_span/50: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/51: accepted at boundary; one Current revision
.W03 evidence_span/52: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/53: accepted at boundary; one Current revision
.W03 evidence_span/54: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/55: accepted at boundary; one Current revision
.W03 evidence_span/56: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/57: accepted at boundary; one Current revision
.W03 evidence_span/58: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/59: accepted at boundary; one Current revision
.W03 evidence_span/60: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/61: accepted at boundary; one Current revision
.W03 evidence_span/62: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/63: accepted at boundary; one Current revision
.W03 evidence_span/64: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/65: accepted at boundary; one Current revision
.W03 evidence_span/66: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/67: accepted at boundary; one Current revision
.W03 evidence_span/68: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/69: accepted at boundary; one Current revision
.W03 evidence_span/70: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/71: accepted at boundary; one Current revision
.W03 evidence_span/72: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/73: accepted at boundary; one Current revision
.W03 evidence_span/74: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/75: accepted at boundary; one Current revision
.W03 evidence_span/76: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/77: accepted at boundary; one Current revision
.W03 evidence_span/78: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/79: accepted at boundary; one Current revision
.W03 evidence_span/80: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/81: accepted at boundary; one Current revision
.W03 evidence_span/82: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/83: accepted at boundary; one Current revision
.W03 evidence_span/84: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/85: accepted at boundary; one Current revision
.W03 evidence_span/86: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/87: accepted at boundary; one Current revision
.W03 evidence_span/88: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/89: accepted at boundary; one Current revision
.W03 evidence_span/90: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/91: accepted at boundary; one Current revision
.W03 evidence_span/92: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/93: accepted at boundary; one Current revision
.W03 evidence_span/94: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/95: accepted at boundary; one Current revision
.W03 evidence_span/96: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/97: accepted at boundary; one Current revision
.W03 evidence_span/98: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/99: accepted at boundary; one Current revision
.W03 evidence_span/100: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/101: accepted at boundary; one Current revision
.W03 evidence_span/102: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/103: accepted at boundary; one Current revision
.W03 evidence_span/104: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/105: accepted at boundary; one Current revision
.W03 evidence_span/106: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/107: accepted at boundary; one Current revision
.W03 evidence_span/108: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/109: accepted at boundary; one Current revision
.W03 evidence_span/110: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/111: accepted at boundary; one Current revision
.W03 evidence_span/112: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/113: accepted at boundary; one Current revision
.W03 evidence_span/114: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/115: accepted at boundary; one Current revision
.W03 evidence_span/116: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/117: accepted at boundary; one Current revision
.W03 evidence_span/118: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/119: accepted at boundary; one Current revision
.W03 evidence_span/120: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/121: accepted at boundary; one Current revision
.W03 evidence_span/122: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/123: accepted at boundary; one Current revision
.W03 evidence_span/124: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/125: accepted at boundary; one Current revision
.W03 evidence_span/126: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/127: accepted at boundary; one Current revision
.W03 evidence_span/128: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/129: accepted at boundary; one Current revision
.W03 evidence_span/130: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/131: accepted at boundary; one Current revision
.W03 evidence_span/132: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/133: accepted at boundary; one Current revision
.W03 evidence_span/134: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/135: accepted at boundary; one Current revision
.W03 evidence_span/136: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/137: accepted at boundary; one Current revision
.W03 evidence_span/138: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/139: accepted at boundary; one Current revision
.W03 evidence_span/140: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/141: accepted at boundary; one Current revision
.W03 evidence_span/142: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/143: accepted at boundary; one Current revision
.W03 evidence_span/144: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/145: accepted at boundary; one Current revision
.W03 evidence_span/146: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/147: accepted at boundary; one Current revision
.W03 evidence_span/148: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/149: accepted at boundary; one Current revision
.W03 evidence_span/150: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/151: accepted at boundary; one Current revision
.W03 evidence_span/152: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/153: accepted at boundary; one Current revision
.W03 evidence_span/154: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/155: accepted at boundary; one Current revision
.W03 evidence_span/156: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/157: accepted at boundary; one Current revision
.W03 evidence_span/158: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/159: accepted at boundary; one Current revision
.W03 evidence_span/160: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/161: accepted at boundary; one Current revision
.W03 evidence_span/162: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/163: accepted at boundary; one Current revision
.W03 evidence_span/164: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/165: accepted at boundary; one Current revision
.W03 evidence_span/166: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/167: accepted at boundary; one Current revision
.W03 evidence_span/168: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/169: accepted at boundary; one Current revision
.W03 evidence_span/170: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/171: accepted at boundary; one Current revision
.W03 evidence_span/172: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/173: accepted at boundary; one Current revision
.W03 evidence_span/174: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/175: accepted at boundary; one Current revision
.W03 evidence_span/176: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/177: accepted at boundary; one Current revision
.W03 evidence_span/178: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/179: accepted at boundary; one Current revision
.W03 evidence_span/180: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/181: accepted at boundary; one Current revision
.W03 evidence_span/182: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/183: accepted at boundary; one Current revision
.W03 evidence_span/184: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/185: accepted at boundary; one Current revision
.W03 evidence_span/186: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/187: accepted at boundary; one Current revision
.W03 evidence_span/188: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/189: accepted at boundary; one Current revision
.W03 evidence_span/190: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/191: accepted at boundary; one Current revision
.W03 evidence_span/192: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/193: accepted at boundary; one Current revision
.W03 evidence_span/194: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/195: accepted at boundary; one Current revision
.W03 evidence_span/196: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/197: accepted at boundary; one Current revision
.W03 evidence_span/198: rejected by Evidence time span is too short; current unchanged
.W03 evidence_span/199: accepted at boundary; one Current revision
.W03 cooldown/0: rejected by cooldown is active; current unchanged
.W03 cooldown/1: accepted at boundary; one Current revision
.W03 cooldown/2: rejected by cooldown is active; current unchanged
.W03 cooldown/3: accepted at boundary; one Current revision
.W03 cooldown/4: rejected by cooldown is active; current unchanged
.W03 cooldown/5: accepted at boundary; one Current revision
.W03 cooldown/6: rejected by cooldown is active; current unchanged
.W03 cooldown/7: accepted at boundary; one Current revision
.W03 cooldown/8: rejected by cooldown is active; current unchanged
.W03 cooldown/9: accepted at boundary; one Current revision
.W03 cooldown/10: rejected by cooldown is active; current unchanged
.W03 cooldown/11: accepted at boundary; one Current revision
.W03 cooldown/12: rejected by cooldown is active; current unchanged
.W03 cooldown/13: accepted at boundary; one Current revision
.W03 cooldown/14: rejected by cooldown is active; current unchanged
.W03 cooldown/15: accepted at boundary; one Current revision
.W03 cooldown/16: rejected by cooldown is active; current unchanged
.W03 cooldown/17: accepted at boundary; one Current revision
.W03 cooldown/18: rejected by cooldown is active; current unchanged
.W03 cooldown/19: accepted at boundary; one Current revision
.W03 cooldown/20: rejected by cooldown is active; current unchanged
.W03 cooldown/21: accepted at boundary; one Current revision
.W03 cooldown/22: rejected by cooldown is active; current unchanged
.W03 cooldown/23: accepted at boundary; one Current revision
.W03 cooldown/24: rejected by cooldown is active; current unchanged
.W03 cooldown/25: accepted at boundary; one Current revision
.W03 cooldown/26: rejected by cooldown is active; current unchanged
.W03 cooldown/27: accepted at boundary; one Current revision
.W03 cooldown/28: rejected by cooldown is active; current unchanged
.W03 cooldown/29: accepted at boundary; one Current revision
.W03 cooldown/30: rejected by cooldown is active; current unchanged
.W03 cooldown/31: accepted at boundary; one Current revision
.W03 cooldown/32: rejected by cooldown is active; current unchanged
.W03 cooldown/33: accepted at boundary; one Current revision
